channel_id,category
UCiV37YIYars6msmIQXopIeQ,small
UC41_XBfZbfRHrNB9c9pD1OA,medium
UCXUJJNoP1QupwsYIWFXmsZg,big
UCiNu3bxmSb7RRkYfIilnDPQ,small
UC7REFmsnHu34TNLxLCGiEcQ,small
UC3xKgYs1GqtoPu9tyYSjR8w,small
UCA6q5E9yd7cSgl8m0TrxOmQ,big
UCcnce86Js0V-D5k9-0XUSGA,small
UCdp4_l1vPmpN-gDbUwhaRUQ,big
UC_f7C43GUWhif5_yPsamdfA,medium
UCgED6xPjcCM_S_z1myGLzeA,small
UCZjpA3YBPXvJv3pg4SPEjfw,big
UCGZRAR36kv3-8Y6BY4OP7sQ,medium
UCy90KA6Dz8M67fFvt3A2mbA,small
UCH5lEHZBneCo6GPkBChmzeA,small
UCPAt6z5uX_c5Eo_cSNROzYw,medium
UC8WYi3XQXsf-6FNvqoEvxag,medium
UCWI-ohtRu8eEeDj93hmUsUQ,medium
UCWpTxzueSK9ThaYPUrtly7Q,small
UCISKj2--Nxrs5s60T3wq5Pg,medium
UCmqfX0S3x0I3uwLkPdpX03w,big
UC2ziCMHFPWkFHjocUMXT__Q,big
UCnQ4TDbESxZ47uBH6cB_Nrg,big
UCE_WiQFez8FZcICpbwblyyg,medium
UCUjgFd6ywbASaGxi5ZhW0NA,small
UCq8-iQSNsOZxIMXGeesMq8Q,medium
UCXIQcJ1TcFeMlF32vAOORLQ,medium
UCnKhcV7frITmrYbIU5MrMZw,medium
UCcH1_Lw_VbQoxGgDJ2OW0LQ,big
UCjcju-aD_ZcWxiXF5lvqntg,medium
UCDv-XtfgNGHXcpwu4ab0WnA,medium
UCESK-e5qHVy1upS1NKu3WjQ,medium
UCA7TinigyMUHfsJJxKDRxvQ,small
UCwVQIkAtyZzQSA-OY1rsGig,big
UCWv7vMbMWH4-V0ZXdmDpPBA,big
UCAUvJ3V-lOqWvgU6mYJe7Fw,medium
UCjFw-0Vdfy2KW78NClGECXw,big
UC6cxTsUnfSZrj96KNHhRTHQ,big
UCACU6FM4RgOgX0IHB7dudFA,big
UC-hnHgZpTEd0sqrX68juuKA,big
UCKUxSY2xp12QiP3c60sOc-g,small
UCGtJ1XKKUPV31W8oQB7dG3Q,small
UCUn67Z6Z9k_zb56iNfx3iRA,medium
UCFeel7cL_QE98b9oRaTomLg,medium
UCAR3h_9fLV82N2FH4cE4RKw,big
UC176GAQozKKjhz62H8u9vQQ,big
UCe50ibE3yQqiltqllDOn3jQ,small
UC58mqEPx030KtZIiBNRMV4w,medium
UCz3Tub6cJbgAlf1YPHtC1zg,medium
UCpdSUUHlxMjO0c5824FGcsA,big
UCCD2UNMu9nvcTa-VXNlrdQg,medium
UC2KMYA5lPMnmiT2xx_h0c_g,small
UC6zzlBIwNS9GJZZ3rBx_WhQ,big
UCSaA50dPTKM4XWZmZos8bpQ,medium
UCknLrEdhRCp1aegoMqRaCZg,big
UCEBpSZhI1X8WaP-kY_2LLcg,medium
UCJsVCjeuTvfZjevif6zHWYw,big
UCC7QOlwrWzQyOlZ1zpjOSjg,medium
UC9uD-W5zQHQuAVT2GdcLCvg,big
UCRblpnpuKN97rvl3HhzrOEw,medium
UCTU_wC79Dgi9rh4e9-baTqA,medium
UCJ1SVuiNAaGrQFg7OTfHxhQ,small
UCAL3JXZSzSm8AlZyD3nQdBA,big
UCMsC7ahmOueA8vPuiMjOVuw,small
UCly58gB7268VKzsH4zlMMvQ,medium
UCFe-pfe0a9bDvWy74Jd7vFg,medium
UCLjemcvUbhcKBLRXhrGwncg,small
UCja8sZ2T4ylIqjggA1Zuukg,big
UCMCAVBCaVHZQpZeO-ZUuJzw,medium
UCZqRWM99ixVKA-ydebf_tMQ,small
UCmI6Qe9EiMTyJeFdmf2sgvA,big
UCBzDz6beXDfMtfxQdEutD_w,medium
UCAB29sl-DN4Gq3GL1Cj_OlQ,big
UCWYAEjF3QtT8A_u53t_5a9g,big
UCATWC1JSlhzmYeDbjnS8WwA,medium
UCXRHL14ZqElVrNlfXB7xRkA,small
UCrANKrU8aubK5G1WRP1gdZw,medium
UCmRSTd4DSZExer2tPuYh3qA,big
UCB-hXAnF8U_KMAgtAUUC7Aw,medium
UCDGbmCxt2CEZAsDh1CiWXsQ,medium
UCsz9DiwPtgDvxJ-njWnieZw,small
UC3kxJQ9RfaS5CKeYbbFMi4Q,medium
UCS4iXNXsvlOHm7TuXLltreg,medium
UCchgiVMH6ph5Rdd7pFHMNDg,medium
UCxoz4YfS4M3H3C57FD4jW4Q,big
UCOdc5HHjiPOT5CnRLWG4F2A,medium
UCc7gpqMnnOSbU_F2-5MVVZw,medium
UC6SP_igv78fiJhhy_voqpIg,big
UCFqmcAvY-lLQHJcfOHJavGQ,medium
UCoYv0n4bQtBdFzdTU5kq3vg,small
UCZvXaNYIcapCEcaJe_2cP7A,medium
UCxJGkrihPjU9b5L2ixn1HbA,small
UCYVU6rModlGxvJbszCclGGw,medium
UCuCL2wCePWeblnWDnNjoy-g,small
UCtFQDgA8J8_iiwc5-KoAQlg,big
UCt84aUC9OG6di8kSdKzEHTQ,medium
UCBr7J1jRnu4m3LcyyUH679w,medium
UCpQB577lHFyWTyvrS73Ldlg,big
UCu6edg8_eu3-A8ylgaWereA,big
UCtybqqaTj6Nx74Azdz1KrsA,medium
UC-TM-z1-tmX1iK_H4SxVhww,small
UC4i_9WvfPRTuRWEaWyfKuFw,big
UC4SVo0Ue36XCfOyb5Lh1viQ,big
UC0V0bmf-qSfl2BoIOfXma1w,medium
UCsM--5bs5DdDVpALDPXUiiw,medium
UCQLEbraENUGWh6p1Rv664rQ,big
UCbKa_WXQZ6DEGghfSkkucBA,medium
UCwD9E_QNwFwrQC7OnPnrg2Q,medium
UCEq_UXWC1efCc51VWsSGZEw,small
UCF1M91ptiuNID6VfxtdRWow,medium
UCnVeMAz08o28YRu-HpIoI4g,big
UC2aqmsaS8JU0kUZr86Jzq7A,small
UCET00YnetHT7tOpu12v8jxg,big
UCXK9Nv2Y7B_FQlJNca5yyqw,small
UCyq_P9rDhHwLBE5CLqd2rMA,big
UCeqGDFh3vF0_qctnF_USp5w,small
UCX3wXnsJnWxHZfqle6fLZKw,big
UC6nPUTO22UXVxD8uOei8BjA,small
UCjHPmTev-8E-NboYoNgw01Q,medium
UCNZOrs1QBt8cJnv9ud96qRA,big
UCcprdn5tzYRvFQ6jnk_wePw,small
UCWIyLEJSRLcCmmgFpB45uUw,big
UCvJiYiBUbw4tmpRSZT2r1Hw,big
UCNiTfOS0R4xai51DTpNL_3A,small
UCd40cNBtOEqeWL2zz4HNSaQ,medium
UChndlROXC8BRc3m3b_XymKQ,medium
UCZQOXja0czY-0qYecz57aMg,small
UCEW9foRmk4UdbzacT8KCYkA,big
UC6AG81pAkf6Lbi_1VC5NmPA,big
UCcTMSkatgiy3cg3lbTnssVA,small
UC5c9VlYTSvBSCaoMu_GI6gQ,big
UCU_DPsb38i2zTt_8T5oaVqA,small
UCVjgtEw-mBZFPcxblsahR8Q,medium
UCcN3IuIAR6Fn74FWMQf6lFA,medium
UCTldDNXS4GeChcmwm55mXYQ,big
UC9hR7y9JNz-EbqwQ8Q6xfHw,small
UCP84QWij0alw4MvzqzyfOnw,big
UCbcZuiZ2K2b9mw3A-oCXA5A,small
UC_z1-SiJKvvBsFb95eT9JwQ,medium
UCbaZa-dV7h9QOLzrzrY363w,medium
UCKnaflu7tLEm2S5yHBYfmtg,medium
UCB1fwa4s7pJINdhm6a_Zwsw,small
UCZDi95PJ6VmWtQAScA9Rh-w,medium
UCYauDsl-rswjQGpA0_-Z9Pw,big
UCBhStnvUsWCMvAUj7UGj0Wg,big
UCb-xXZ7ltTvrh9C6DgB9H-Q,big
UCffs9TWLuHnZpKJwrHGuYVw,big
UCFnExFCkTIUsAg7HMkH2p9A,small
UChXi_PlJkRMPYFQBOJ3MpxA,big
UCY-_QmcW09PHAImgVnKxU2g,big
UC8butISFwT-Wl7EV0hUK0BQ,big
UCZIWoa5m8WKtOVnPU5tlirQ,big
UCc-ZZMy22fhnmfSgPb80-1w,medium
UCNAf1k0yIjyGu3k9BwAg3lg,big
UC-AyjLkoQSxTHN3zlThxg6w,medium
UCZbNi5DqBvaOZygMl8HfjDQ,medium
UCz6PEeVLG1TL6jMRTvSLm4g,medium
UCb0VX3DhuwYY21ZFqf8LSqQ,small
UC_cZYFovNQTsKw1ZLmO_AMA,big
UCsSUkRB922RvbC4rPcTypjA,small
UC3Q1VE_Kb519P26XMxiJ_cw,small
UCW3VI9s3Dw8o1ekgjI3FCzw,big
UCDKjhgRoPF1CQk7HluMz23A,big
UCWSsHdxrwVLlOSdPJ44y9sw,big
UCsXlHKxpQeCmShs_kLO2Pyw,small
UCueOZEvMffxjJyVO1fGiJNQ,medium
UCMPy2CI_vB1l4k8h9-FzAoQ,big
UCAPvI60YUcXZcc_1VuwUpJw,medium
